,,,,,,,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,Cyclically,,,,,,
Robert J. Shiller,,,,,,,,,,Adjusted,,,,,,
,,,,,,,,,,Price,,,,,,
,,,,  Consumer,,,,,,Earnings,,,,,,
,S&P,,,Price,,Long,,,,Ratio,,,,,,
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real,Real,P/E10 or,,,,,,
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,,,,,
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,158.33,6.82,7.97,16.19,,,,,,
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,156.94,6.88,8.16,16.07,,,,,,
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,156.63,6.86,8.26,16.05,,,,,,
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,164.89,7.00,8.58,16.92,,,,,,
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,167.68,6.97,8.68,17.22,,,,,,
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,164.27,6.95,8.78,16.89,,,,,,
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,166.44,6.92,8.89,17.13,,,,,,
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,168.36,6.81,8.88,17.35,,,,,,
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,165.30,6.79,8.98,17.05,,,,,,
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,163.77,6.76,9.08,16.91,,,,,,
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,160.87,6.65,9.07,16.61,,,,,,
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,166.75,6.82,9.27,17.22,,,,,,
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,164.89,6.82,9.25,17.03,,,,,,
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,163.65,6.82,9.22,16.90,,,,,,
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,167.06,6.82,9.20,17.26,,,,,,
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,172.04,6.73,9.05,17.79,,,,,,
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,170.81,6.73,9.03,17.68,,,,,,
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,169.59,6.73,9.01,17.59,,,,,,
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,159.69,6.49,8.66,16.60,,,,,,
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,155.19,6.42,8.53,16.17,,,,,,
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,148.19,6.42,8.51,15.48,,,,,,
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,140.71,6.57,8.69,14.75,,,,,,
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,137.42,6.57,8.66,14.44,,,,,,
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,146.35,6.65,8.90,15.43,,,,,,
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,146.38,6.57,8.91,15.48,,,,,,
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,141.98,6.49,8.93,15.05,,,,,,
